"Cruise_Name","cruise","dive_number","Dive_ID","start_date_time_UTC","end_date_time_UTC","Annotation_ID","Annotation_Source","creator","modifier","modified_date_UTC","Comment","To_Be_Reviewed","positive_reviews","total_reviews","Geoform","Geoform_Origin","Geoform_Type","annotation_type","Taxon_Path","Taxonomy","Taxon","Kingdom","Phylum","Subphylum","Superfamily","Family","Subfamily","Superclass","Class","Superorder","Order","Genus","Species","ROV1_tempC","ROV1_tempC_time","ROV1_tempC_SBE","ROV1_tempC_SBE_time","ROV1_lat_dd","ROV1_lon_dd","ROV1_O2_mgL","ROV1_O2_mgL_time","ROV1_S_psu_time","ROV1_S_psu","ROV1_t_FTU","ROV1_t_FTU_time","ROV1_depth_m","ROV1_depth_m_time"
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:12:55,2018-06-26 20:12:55,"1632764","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-02-19 19:36:30,"Cnidaria Anthozoa Hexacorallia Ceriantharia Ceriantharia:","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa ","WoRMS","Ceriantharia","Animalia","Cnidaria","","",NA,"","","Anthozoa","",NA,NA,"","",NA,"4.3143",2018-06-26 20:12:54,"35.099407","-75.021588","7.85703",2018-06-26 20:12:54,2018-06-26 20:12:54,"34.97547","",NA,"1156.9186",2018-06-26 20:12:54
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:15:07,2018-06-26 20:15:07,"1632784","SeaScribe","rachel_bassett","lauren_walling",2019-02-19 19:37:55,"Cnidaria Anthozoa Hexacorallia Scleractinia: Flabellum","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Flabellidae / Flabellum","WoRMS","Flabellum","Animalia","Cnidaria","","","Flabellidae","","","Anthozoa","","Scleractinia","Flabellum","","",NA,"4.32585",2018-06-26 20:15:07,"35.099241","-75.021732","7.840520000000001",2018-06-26 20:15:07,2018-06-26 20:15:07,"34.97559","",NA,"1154.8858",2018-06-26 20:15:07
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:16:31,2018-06-26 20:16:31,"1632794","SeaScribe","rachel_bassett","rachel_bassett",2018-06-26 20:16:42,"Cnidaria Anthozoa Octocorallia Pennatulacea:","false","","","","","","biological","Biota ","WoRMS","Pennatulacea",NA,NA,"","",NA,"","",NA,"",NA,NA,"","",NA,"4.3241",2018-06-26 20:16:31,"35.099293","-75.021738","7.84803",2018-06-26 20:16:31,2018-06-26 20:16:31,"34.97527","",NA,"1155.0434",2018-06-26 20:16:31
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:22:27,2018-06-26 20:22:27,"1632814","SeaScribe","rachel_bassett","lauren_walling",2019-02-19 19:46:52,"Cnidaria Anthozoa Octocorallia Pennatulacea:","false","","","","","","biological","Biota ","WoRMS","Pennatulacea",NA,NA,"","",NA,"","",NA,"",NA,NA,"","",NA,"4.32114",2018-06-26 20:22:26,"35.099285","-75.021756","7.847910000000001",2018-06-26 20:22:26,2018-06-26 20:22:26,"34.97542","",NA,"1153.2132",2018-06-26 20:22:26
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:23:28,2018-06-26 20:23:28,"1632824","SeaScribe","rachel_bassett","lauren_walling",2019-02-19 19:47:49,"Chordata Actinopterygii Gadiformes Macrouridae:","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Gadiformes / Macrouridae ","WoRMS","Macrouridae","Animalia","Chordata","","","Macrouridae","","","Teleostei","","Gadiformes",NA,"","",NA,"4.32114",2018-06-26 20:23:28,"35.099381","-75.021774","7.857459999999999",2018-06-26 20:23:28,2018-06-26 20:23:28,"34.97553","",NA,"1152.2653",2018-06-26 20:23:28
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:25:43,2018-06-26 20:25:43,"1632844","SeaScribe","rachel_bassett","lauren_walling",2019-02-27 17:03:47,"Chordata Actinopterygii Elopmorpha Anguilliformes Synaphobranchidae:","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Anguilliformes / Synaphobranchidae ","WoRMS","Synaphobranchidae","Animalia","Chordata","","","Synaphobranchidae","","","Teleostei","","Anguilliformes",NA,"","",NA,"4.32174",2018-06-26 20:25:43,"35.09946","-75.021835","7.85462",2018-06-26 20:25:43,2018-06-26 20:25:43,"34.97523","",NA,"1150.119",2018-06-26 20:25:43
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:29:35,2018-06-26 20:29:35,"4971880","SeaScribe","nolan_barrett","lauren_walling",2019-02-27 17:06:06,"Chordata Actinopterygii Gadiformes Macrouridae:","false","","","","","","biological","Biota / Animalia / Chordata / Teleostei / Gadiformes / Macrouridae ","WoRMS","Macrouridae","Animalia","Chordata","","","Macrouridae","","","Teleostei","","Gadiformes",NA,"","",NA,"4.31841",2018-06-26 20:29:35,"35.099439","-75.021869","7.85586",2018-06-26 20:29:35,2018-06-26 20:29:35,"34.97588","",NA,"1149.5919",2018-06-26 20:29:35
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:31:38,2018-06-26 20:31:38,"1632874","SeaScribe","ren_dcel","lauren_walling",2019-02-27 17:07:28,"Cnidaria Anthozoa Hexacorallia Scleractinia: Flabellum","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Flabellidae / Flabellum","WoRMS","Flabellum","Animalia","Cnidaria","","","Flabellidae","","","Anthozoa","","Scleractinia","Flabellum","","",NA,"4.33055",2018-06-26 20:31:37,"35.099478","-75.022003","7.84611",2018-06-26 20:31:37,2018-06-26 20:31:37,"34.97625","",NA,"1147.1326",2018-06-26 20:31:37
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:38:02,2018-06-26 20:38:02,"4971890","SeaScribe","nolan_barrett","lauren_walling",2019-02-27 17:11:44,"Echinodermata  Asteroidea: neomorphaster","false","","","","","","biological","Biota / Animalia / Echinodermata / Asteroidea / Forcipulatida / Stichasteridae / Neomorphaster","WoRMS","Neomorphaster","Animalia","Echinodermata","","","Stichasteridae","","","Asteroidea","","Forcipulatida","Neomorphaster","","",NA,"4.36812",2018-06-26 20:38:02,"35.099506","-75.022221","7.820250000000001",2018-06-26 20:38:02,2018-06-26 20:38:02,"34.97829","",NA,"1143.5611",2018-06-26 20:38:02
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:43:08,2018-06-26 20:43:08,"1632894","SeaScribe","ren_dcel","lauren_walling",2019-02-27 17:17:53,"Cnidaria Anthozoa Hexacorallia Scleractinia: Flabellum","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Flabellidae / Flabellum","WoRMS","Flabellum","Animalia","Cnidaria","","","Flabellidae","","","Anthozoa","","Scleractinia","Flabellum","","",NA,"4.36719",2018-06-26 20:43:07,"35.099543","-75.02246","7.82949",2018-06-26 20:43:07,2018-06-26 20:43:07,"34.9777","",NA,"1138.9701",2018-06-26 20:43:07
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:52:52,2018-06-26 20:52:52,"1632904","SeaScribe","ren_dcel","ren_dcel",2018-06-26 20:53:13,"Mollusca Cephalopoda Decapodiformes:","false","","","","","","biological","Biota / Animalia / Mollusca / Cephalopoda ","WoRMS","Decapodiformes","Animalia","Mollusca","","",NA,"","","Cephalopoda","",NA,NA,"","",NA,"4.38381",2018-06-26 20:52:52,"35.099794","-75.02263","7.817160000000001",2018-06-26 20:52:52,2018-06-26 20:52:52,"34.979","",NA,"1131.0753",2018-06-26 20:52:52
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 20:58:47,2018-06-26 20:58:47,"1632924","SeaScribe","ren_dcel","lauren_walling",2019-02-27 17:33:10,"Annelida Echiura:","false","","","","","","biological","Biota / Animalia / Annelida / Polychaeta ","WoRMS","Echiura","Animalia","Annelida","","",NA,"","","Polychaeta","",NA,NA,"","",NA,"4.32557",2018-06-26 20:58:47,"35.09978","-75.022838","7.85387",2018-06-26 20:58:47,2018-06-26 20:58:47,"34.9769","",NA,"1128.4115",2018-06-26 20:58:47
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:03:55,2018-06-26 21:03:55,"1632934","SeaScribe","ren_dcel","lauren_walling",2019-02-27 17:37:11,"Ctenophora:","false","","","","","","biological","Biota / Animalia / Ctenophora ","WoRMS","Ctenophora","Animalia","Ctenophora","","",NA,"","",NA,"",NA,NA,"","",NA,"4.33148",2018-06-26 21:03:55,"35.099768","-75.023034","7.851299999999999",2018-06-26 21:03:55,2018-06-26 21:03:55,"34.97686","",NA,"1126.5098",2018-06-26 21:03:55
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:15:58,2018-06-26 21:15:58,"1632964","SeaScribe","ren_dcel","lauren_walling",2019-02-27 17:53:21,"Cnidaria Anthozoa Octocorallia Pennatulacea: x4","false","","","","","","biological","Biota ","WoRMS","Pennatulacea",NA,NA,"","",NA,"","",NA,"",NA,NA,"","",NA,"4.38709",2018-06-26 21:15:58,"35.100019","-75.02328","7.80973",2018-06-26 21:15:58,2018-06-26 21:15:58,"34.97906","",NA,"1122.6253",2018-06-26 21:15:58
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:19:02,2018-06-26 21:19:02,"4971910","SeaScribe","nolan_barrett","lauren_walling",2019-02-27 17:58:18,"Echinodermata  Asteroidea: Solasteridae","false","","","","","","biological","Biota / Animalia / Echinodermata / Asteroidea / Valvatida / Solasteridae ","WoRMS","Solasteridae","Animalia","Echinodermata","","","Solasteridae","","","Asteroidea","","Valvatida",NA,"","",NA,"4.33815",2018-06-26 21:19:01,"35.100092","-75.023444","7.82918",2018-06-26 21:19:01,2018-06-26 21:19:01,"34.97717","",NA,"1121.859",2018-06-26 21:19:01
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:19:48,2018-06-26 21:19:48,"1632984","SeaScribe","ren_dcel","lauren_walling",2019-02-27 17:59:04,"Cnidaria Anthozoa Hexacorallia Scleractinia:Flabellum","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Scleractinia / Flabellidae / Flabellum","WoRMS","Flabellum","Animalia","Cnidaria","","","Flabellidae","","","Anthozoa","","Scleractinia","Flabellum","","",NA,"4.32366",2018-06-26 21:19:47,"35.100126","-75.023426","7.8498399999999995",2018-06-26 21:19:47,2018-06-26 21:19:47,"34.97432","",NA,"1122.1854",2018-06-26 21:19:47
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:20:29,2018-06-26 21:20:29,"1632994","SeaScribe","ren_dcel","lauren_walling",2019-02-27 18:00:26,"Arthropoda Pycnogonida:","false","","","","","","biological","Biota / Animalia / Arthropoda / Pycnogonida ","WoRMS","Pycnogonida","Animalia","Arthropoda","","",NA,"","","Pycnogonida","",NA,NA,"","",NA,"4.32639",2018-06-26 21:20:28,"35.099972","-75.023477","7.842399999999999",2018-06-26 21:20:28,2018-06-26 21:20:28,"34.97521","",NA,"1121.6333",2018-06-26 21:20:28
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:23:57,2018-06-26 21:23:57,"1633004","SeaScribe","ren_dcel","lauren_walling",2019-02-27 18:04:45,"Mollusca Cephalopoda Decapodiformes:","false","","","","","","biological","Biota / Animalia / Mollusca / Cephalopoda ","WoRMS","Decapodiformes","Animalia","Mollusca","","",NA,"","","Cephalopoda","",NA,NA,"","",NA,"4.33432",2018-06-26 21:23:57,"35.100082","-75.023457","7.84875",2018-06-26 21:23:57,2018-06-26 21:23:57,"34.96439","",NA,"1121.7406",2018-06-26 21:23:57
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:37:47,2018-06-26 21:37:47,"4971920","SeaScribe","nolan_barrett","nolan_barrett",2018-06-26 21:38:07,"Echinodermata  Asteroidea: Paxillosida Asteropectinidae maybe Plutonaster","false","","","","","","biological","Biota / Animalia / Echinodermata / Asteroidea / Paxillosida / Astropectinidae ","WoRMS","Astropectinidae","Animalia","Echinodermata","","","Astropectinidae","","","Asteroidea","","Paxillosida",NA,"","",NA,"4.29296",2018-06-26 21:37:47,"35.100139","-75.023707","7.85129",2018-06-26 21:37:47,2018-06-26 21:37:47,"34.9754","",NA,"1120.7195",2018-06-26 21:37:47
"NOAA OER Mid and Southeast US (EX1806)","EX1806","12","1333",2018-06-26 21:39:12,2018-06-26 21:39:12,"4971940","SeaScribe","nolan_barrett","lauren_walling",2019-02-27 18:17:52,"Mollusca Cephalopoda Decapodiformes: x2","false","","","","","","biological","Biota / Animalia / Mollusca / Cephalopoda ","WoRMS","Decapodiformes","Animalia","Mollusca","","",NA,"","","Cephalopoda","",NA,NA,"","",NA,"4.28946",2018-06-26 21:39:11,"35.100107","-75.023698","7.86201",2018-06-26 21:39:11,2018-06-26 21:39:11,"34.97243","",NA,"1120.7911",2018-06-26 21:39:11
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 13:25:52,2018-06-27 13:25:52,"1637734","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 13:26:08,"Cnidaria Anthozoa Octocorallia Pennatulacea: many","false","","","","","","biological","Biota ","WoRMS","Pennatulacea",NA,NA,"","",NA,"","",NA,"",NA,NA,"","",NA,"7.64482",2018-06-27 13:25:51,"34.506916","-75.694277","4.63056",2018-06-27 13:25:51,2018-06-27 13:25:51,"35.04915","",NA,"370.5971",2018-06-27 13:25:51
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 13:29:16,2018-06-27 13:29:16,"1637784","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 13:30:03,"Arthropoda Crustacea Malacostraca Decapoda: potentially golden crab","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda / Geryonidae / Chaceon","WoRMS","Chaceon fenneri","Animalia","Arthropoda","","","Geryonidae","","","Malacostraca","","Decapoda","Chaceon","","",NA,"7.65178",2018-06-27 13:29:15,"34.50666","-75.694403","4.62532",2018-06-27 13:29:15,2018-06-27 13:29:15,"35.04713","",NA,"371.6239",2018-06-27 13:29:15
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 13:32:32,2018-06-27 13:32:32,"1637854","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 13:42:32,"Mollusca Cephalopoda Decapodiformes: dead on bottom","false","","","","","","biological","Biota / Animalia / Mollusca / Cephalopoda ","WoRMS","Decapodiformes","Animalia","Mollusca","","",NA,"","","Cephalopoda","",NA,NA,"","",NA,"7.64742",2018-06-27 13:32:32,"34.506528","-75.694688","4.64226",2018-06-27 13:32:32,2018-06-27 13:32:32,"35.04648","",NA,"371.32",2018-06-27 13:32:32
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:14:43,2018-06-27 14:14:43,"1638654","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 17:41:10,"Arthropoda Crustacea Malacostraca Decapoda Brachyura:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Brachyura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.62174",2018-06-27 14:14:42,"34.504345","-75.697082","4.67111",2018-06-27 14:14:42,2018-06-27 14:14:42,"35.04843","",NA,"357.8456",2018-06-27 14:14:42
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:20:37,2018-06-27 14:20:37,"1638774","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 17:45:35,"Arthropoda Crustacea Malacostraca Decapoda Brachyura:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Brachyura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.60817",2018-06-27 14:20:37,"34.504238","-75.696909","4.68609",2018-06-27 14:20:37,2018-06-27 14:20:37,"35.04876","",NA,"363.4758",2018-06-27 14:20:37
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:29:38,2018-06-27 14:29:38,"1638994","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 17:53:15,"Cnidaria Anthozoa Hexacorallia Actiniaria: several","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria ","WoRMS","Actiniaria","Animalia","Cnidaria","","",NA,"","","Anthozoa","","Actiniaria",NA,"","",NA,"7.5778",2018-06-27 14:29:38,"34.503925","-75.696938","4.7272",2018-06-27 14:29:38,2018-06-27 14:29:38,"35.05203","",NA,"363.3237",2018-06-27 14:29:38
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:31:24,2018-06-27 14:31:24,"1639014","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:31:39,"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Anomura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.57687",2018-06-27 14:31:24,"34.503852","-75.696932","4.71272",2018-06-27 14:31:24,2018-06-27 14:31:24,"35.05121","",NA,"360.5251",2018-06-27 14:31:24
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:36:31,2018-06-27 14:36:31,"1639124","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:40:53,"Cnidaria Anthozoa Hexacorallia Actiniaria: Actinoscyphia","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria / Actinoscyphiidae / Actinoscyphia","WoRMS","Actinoscyphia","Animalia","Cnidaria","","","Actinoscyphiidae","","","Anthozoa","","Actiniaria","Actinoscyphia","","",NA,"7.59455",2018-06-27 14:36:30,"34.503676","-75.696995","4.69473",2018-06-27 14:36:30,2018-06-27 14:36:30,"35.0492","",NA,"349.4028",2018-06-27 14:36:30
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:38:05,2018-06-27 14:38:05,"1639164","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:39:38,"Arthropoda Crustacea Malacostraca Decapoda Brachyura: Majoidea?","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Brachyura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.59601",2018-06-27 14:38:04,"34.503665","-75.696868","4.68635",2018-06-27 14:38:04,2018-06-27 14:38:04,"35.04864","",NA,"346.0803",2018-06-27 14:38:04
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:40:35,2018-06-27 14:40:35,"1639224","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 18:08:14,"Cnidaria Anthozoa Hexacorallia Actiniaria: Actinoscyphia","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria / Actinoscyphiidae / Actinoscyphia","WoRMS","Actinoscyphia","Animalia","Cnidaria","","","Actinoscyphiidae","","","Anthozoa","","Actiniaria","Actinoscyphia","","",NA,"7.59549",2018-06-27 14:40:35,"34.503566","-75.696877","4.68915",2018-06-27 14:40:35,2018-06-27 14:40:35,"35.04817","",NA,"342.4156",2018-06-27 14:40:35
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:45:22,2018-06-27 14:45:22,"1639324","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:45:32,"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Anomura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.6101",2018-06-27 14:45:21,"34.503435","-75.696869","4.65567",2018-06-27 14:45:21,2018-06-27 14:45:21,"35.04637","",NA,"332.9812",2018-06-27 14:45:21
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:45:52,2018-06-27 14:45:52,"1639344","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:46:02,"Cnidaria Anthozoa Hexacorallia Actiniaria: Actinoscyphia","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria / Actinoscyphiidae / Actinoscyphia","WoRMS","Actinoscyphia","Animalia","Cnidaria","","","Actinoscyphiidae","","","Anthozoa","","Actiniaria","Actinoscyphia","","",NA,"7.60802",2018-06-27 14:45:51,"34.503435","-75.696849","4.64606",2018-06-27 14:45:51,2018-06-27 14:45:51,"35.0471","",NA,"331.5448",2018-06-27 14:45:51
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:47:14,2018-06-27 14:47:14,"1639384","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:47:24,"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Anomura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.6009",2018-06-27 14:47:13,"34.503342","-75.696911","4.67778",2018-06-27 14:47:13,2018-06-27 14:47:13,"35.04718","",NA,"326.9986",2018-06-27 14:47:13
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:50:22,2018-06-27 14:50:22,"1639444","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 18:17:57,"Echinodermata Echinoidea:","false","","","","","","biological","Biota / Animalia / Echinodermata / Echinoidea ","WoRMS","Echinoidea","Animalia","Echinodermata","","",NA,"","","Echinoidea","",NA,NA,"","",NA,"7.61374",2018-06-27 14:50:22,"34.503326","-75.697016","4.65205",2018-06-27 14:50:22,2018-06-27 14:50:22,"35.04653","",NA,"325.8624",2018-06-27 14:50:22
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:51:09,2018-06-27 14:51:09,"1639474","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 18:21:43,"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Anomura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.61322",2018-06-27 14:51:09,"34.50336","-75.696962","4.65734",2018-06-27 14:51:09,2018-06-27 14:51:09,"35.04534","",NA,"325.8767",2018-06-27 14:51:09
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:51:11,2018-06-27 14:51:11,"1639464","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 18:21:57,"Echinodermata Echinoidea: Pencil sea urchin","false","","","","","","biological","Biota / Animalia / Echinodermata / Echinoidea ","WoRMS","Echinoidea","Animalia","Echinodermata","","",NA,"","","Echinoidea","",NA,NA,"","",NA,"7.61109",2018-06-27 14:51:11,"34.50336","-75.696962","4.65759",2018-06-27 14:51:11,2018-06-27 14:51:11,"35.04806","",NA,"326.0077",2018-06-27 14:51:11
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:51:22,2018-06-27 14:51:22,"1639494","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 18:23:12,"Cnidaria Anthozoa Hexacorallia Actiniaria: Actinoscyphia","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria / Actinoscyphiidae / Actinoscyphia","WoRMS","Actinoscyphia","Animalia","Cnidaria","","","Actinoscyphiidae","","","Anthozoa","","Actiniaria","Actinoscyphia","","",NA,"7.61015",2018-06-27 14:51:22,"34.503361","-75.69696","4.67285",2018-06-27 14:51:22,2018-06-27 14:51:22,"35.04638","",NA,"326.4379",2018-06-27 14:51:22
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:53:47,2018-06-27 14:53:47,"1639534","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:53:55,"Arthropoda Crustacea Malacostraca Decapoda Brachyura:","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Brachyura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.60656",2018-06-27 14:53:47,"34.5034","-75.697046","4.6715",2018-06-27 14:53:47,2018-06-27 14:53:47,"35.04674","",NA,"331.0668",2018-06-27 14:53:47
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:53:47,2018-06-27 14:53:47,"1639554","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:54:25,"Cnidaria Anthozoa Hexacorallia Actiniaria: Actinoscyphia","false","","","","","","biological","Biota / Animalia / Cnidaria / Anthozoa / Actiniaria / Actinoscyphiidae / Actinoscyphia","WoRMS","Actinoscyphia","Animalia","Cnidaria","","","Actinoscyphiidae","","","Anthozoa","","Actiniaria","Actinoscyphia","","",NA,"7.60656",2018-06-27 14:53:47,"34.5034","-75.697046","4.6715",2018-06-27 14:53:47,2018-06-27 14:53:47,"35.04674","",NA,"331.0668",2018-06-27 14:53:47
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:55:22,2018-06-27 14:55:22,"1639594","SeaScribe","elizabeth_(fraser) gugliotti","elizabeth_(fraser) gugliotti",2018-06-27 14:55:41,"Arthropoda Crustacea Malacostraca Decapoda Galatheoidea or Chirostyloidea: 3","false","","","","","","biological","Biota / Animalia / Arthropoda / Malacostraca / Decapoda ","WoRMS","Anomura","Animalia","Arthropoda","","",NA,"","","Malacostraca","","Decapoda",NA,"","",NA,"7.59897",2018-06-27 14:55:22,"34.503439","-75.696966","4.67756",2018-06-27 14:55:22,2018-06-27 14:55:22,"35.04798","",NA,"332.818",2018-06-27 14:55:22
"NOAA OER Mid and Southeast US (EX1806)","EX1806","13","1343",2018-06-27 14:55:42,2018-06-27 14:55:42,"1639604","SeaScribe","elizabeth_(fraser) gugliotti","lauren_walling",2019-03-01 18:35:53,"Porifera Demospongiae:","false","","","","","","biological","Biota / Animalia / Porifera / Demospongiae ","WoRMS","Demospongiae","Animalia","Porifera","","",NA,"","","Demospongiae","",NA,NA,"","",NA,"7.59778",2018-06-27 14:55:42,"34.503428","-75.69695","4.6729",2018-06-27 14:55:42,2018-06-27 14:55:42,"35.0472","",NA,"332.6759",2018-06-27 14:55:42
